sample_id,price
100179,14.354295538745072
245611,15.182956040225951
146263,22.82214796819003
95658,18.688358250442803
36806,25.591068103069695
148239,6.9068249243718505
92659,17.158279037621405
3780,13.074889736620293
196940,15.778124833888327
20472,6.823662362297737
121721,17.144092987346994
127336,9.684175514465625
20801,43.56732640380098
30103,8.844250787147757
68691,13.846606817799913
230703,13.061670109644206
3342,15.710235946051382
115635,13.28160187259281
221565,9.179184707336068
265927,22.814878183758797
290421,11.40426290956433
222203,8.267792166109484
40595,10.113670051013406
157931,14.815268953597318
41814,17.49091746698004
250478,20.150021464225123
130232,7.401338118206389
155825,10.173524772764475
42104,8.322276864153393
148748,50.05610117716167
247548,34.35949820535554
262167,14.943595092612862
100183,13.35996576137485
168985,10.513459803373639
18411,37.60745260746631
111287,11.307688980699453
156813,8.64544340879539
194861,7.03031383356614
104298,16.022466830413055
59033,15.255702484864678
31133,9.37470429243691
299318,7.073656114780106
255038,8.971825446899706
220578,22.68124992437902
38995,14.736430851250072
253068,8.783044906765367
282143,14.17940586671639
226531,18.145311929346718
233215,23.537373213348218
33295,8.929513238733742
198185,15.269207071003374
238324,8.397110147051594
121672,15.10826969572883
21434,11.38109146690883
61747,18.07509037936163
270417,20.7449554363439
105202,21.999700683394746
202880,31.74591499913726
79564,15.843691268679736
251317,8.568643294194795
205434,12.298254165593422
15315,17.220444796066065
276163,9.132728723410033
245021,20.202226759256686
25664,16.177289860784086
90451,11.240204310790359
5215,13.50314172498066
68223,19.64977513705998
135447,16.290623425004412
58777,19.556017866767586
73979,19.772365794705347
173699,9.054486632887869
201120,17.046670906419624
64448,14.656025127233146
243239,22.405179141905588
280496,14.680104487582593
293812,10.609568453167904
35203,8.920477641623064
31858,29.130832965751182
162188,6.93571355509273
193450,17.655244901962806
34991,15.818766852101595
232133,17.066370389307334
294874,3.6076730964694996
160416,17.119543439506515
104466,15.525749188217986
284624,4.258083025528641
19742,49.69761541482524
87611,19.673694228831042
227957,44.335000434759124
68427,13.03811804746587
204601,18.89764454821024
107223,7.317405084510907
237588,17.229912860831078
1313,6.850817649694651
196900,6.866743830326359
22107,15.768705146558323
73030,10.66864777982338
181909,27.772944108827176
23045,13.158292124009565
142744,56.66585152434204
169122,9.639467326882793
239815,13.402838426311718
41952,16.6798987721412
227911,13.382046845146688
31484,10.82648235762527
252567,4.918796956764717
225977,11.458975454890219
48243,14.870132040137827
201046,16.7502115022326
161001,21.678703585031688
292827,32.93753929342494
159584,12.081389556978134
281316,14.376413572287328
224188,5.284428518833063
281823,13.119026612797434
214851,19.93959249398254
67570,29.74650099565394
102740,16.991813109308094
11978,17.549271904385805
289925,15.09386382004971
40458,11.398422916875418
278700,22.521362083397904
38662,8.341303415932229
99886,14.041164813734138
172816,7.839433067840696
275563,9.680629673320661
26172,8.907070852084463
277062,7.366880288738696
82592,17.186378580907398
266300,12.993583257054324
202617,19.204476398661587
234007,20.349640937834153
78684,10.830268180008824
42824,10.05581897884704
128386,10.449875389176407
252965,10.03978098288722
277363,14.973960528392265
54646,15.15106726544657
149645,15.266862599739829
206564,10.297719751868868
29321,21.14558206653866
193776,8.924833480785017
60214,10.017490964416309
133606,13.84805888483734
95844,23.223142135227835
